file_name,element_id,amount,unit_ref,decimals,contextref
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpdei_cor:numberofsubmissiondei,1,,0,FilingDateInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:netsalessummaryofbusinessresults,251930000000,,-6,Prior1YTDDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:netsalessummaryofbusinessresults,236314000000,,-6,CurrentYTDDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:netsalessummaryofbusinessresults,337789000000,,-6,Prior1YearDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,765000000,,-6,Prior1YTDDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,1900000000,,-6,CurrentYTDDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:ordinaryincomelosssummaryofbusinessresults,616000000,,-6,Prior1YearDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:profitlossattributabletoownersofparentsummaryofbusinessresults,-417000000,,-6,Prior1YTDDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:profitlossattributabletoownersofparentsummaryofbusinessresults,-649000000,,-6,CurrentYTDDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:profitlossattributabletoownersofparentsummaryofbusinessresults,-1419000000,,-6,Prior1YearDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:comprehensiveincomesummaryofbusinessresults,-783000000,,-6,Prior1YTDDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:comprehensiveincomesummaryofbusinessresults,287000000,,-6,CurrentYTDDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:comprehensiveincomesummaryofbusinessresults,-3547000000,,-6,Prior1YearDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,84854000000,,-6,Prior1QuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,81888000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:netassetssummaryofbusinessresults,82087000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,267112000000,,-6,Prior1QuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,262068000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:totalassetssummaryofbusinessresults,262426000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,-13.30,,2,Prior1YTDDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,-20.69,,2,CurrentYTDDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,-45.24,,2,Prior1YearDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.307,,3,Prior1QuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.300,,3,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:equitytoassetratiosummaryofbusinessresults,0.302,,3,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,-20.29,,2,Prior1QuarterDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:basicearningslosspersharesummaryofbusinessresults,-55.86,,2,CurrentQuarterDuration
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofissuedsharesasoffiscalyearendissuedsharestotalnumberofsharesetc,31554629,,0,FilingDateInstant_OrdinaryShareMember
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofissuedsharesasoffilingdateissuedsharestotalnumberofsharesetc,31554629,,0,FilingDateInstant_OrdinaryShareMember
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofissuedsharesasoffiscalyearendissuedsharestotalnumberofsharesetc,31554629,,0,FilingDateInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofissuedsharesasoffilingdateissuedsharestotalnumberofsharesetc,31554629,,0,FilingDateInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofsharesissuedsharesvotingrights,81700,,0,CurrentQuarterInstant_OrdinarySharesTreasurySharesSharesWithFullVotingRightsTreasurySharesEtcMember
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofsharesissuedsharesvotingrights,335900,,0,CurrentQuarterInstant_OrdinarySharesReciprocalHoldingSharesWithFullVotingRightsTreasurySharesEtcMember
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofsharesissuedsharesvotingrights,30813500,,0,CurrentQuarterInstant_OrdinarySharesSharesWithFullVotingRightsOtherMember
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofvotingrightsissuedsharesvotingrights,308135,,0,CurrentQuarterInstant_OrdinarySharesSharesWithFullVotingRightsOtherMember
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofsharesissuedsharesvotingrights,323529,,0,CurrentQuarterInstant_OrdinarySharesSharesLessThanOneUnitMember
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofsharesissuedsharesvotingrights,31554629,,0,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofvotingrightsissuedsharesvotingrights,308135,,0,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofsharesheldinownnametreasurysharesetc,81700,,0,CurrentQuarterInstant_Row1Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:totalnumberofsharesheldtreasurysharesetc,81700,,0,CurrentQuarterInstant_Row1Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:shareholdingratiotreasurysharesetc,0.0026,,4,CurrentQuarterInstant_Row1Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofsharesheldinownnametreasurysharesetc,229300,,0,CurrentQuarterInstant_Row2Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:totalnumberofsharesheldtreasurysharesetc,229300,,0,CurrentQuarterInstant_Row2Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:shareholdingratiotreasurysharesetc,0.0073,,4,CurrentQuarterInstant_Row2Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofsharesheldinownnametreasurysharesetc,100000,,0,CurrentQuarterInstant_Row3Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:totalnumberofsharesheldtreasurysharesetc,100000,,0,CurrentQuarterInstant_Row3Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:shareholdingratiotreasurysharesetc,0.0032,,4,CurrentQuarterInstant_Row3Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofsharesheldinownnametreasurysharesetc,6600,,0,CurrentQuarterInstant_Row4Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:totalnumberofsharesheldtreasurysharesetc,6600,,0,CurrentQuarterInstant_Row4Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:shareholdingratiotreasurysharesetc,0.0002,,4,CurrentQuarterInstant_Row4Member
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:numberofsharesheldinownnametreasurysharesetc,417600,,0,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:totalnumberofsharesheldtreasurysharesetc,417600,,0,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp_cor:shareholdingratiotreasurysharesetc,0.0132,,4,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:cashanddeposits,26685000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:cashanddeposits,26074000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:notesandaccountsreceivabletrade,49348000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:notesandaccountsreceivabletrade,47144000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:electronicallyrecordedmonetaryclaimsoperatingca,5225000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:electronicallyrecordedmonetaryclaimsoperatingca,4980000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:shortterminvestmentsecurities,892000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:shortterminvestmentsecurities,1084000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:merchandiseandfinishedgoods,16555000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:merchandiseandfinishedgoods,16757000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:workinprocess,17207000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:workinprocess,19939000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:rawmaterialsandsupplies,11724000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:rawmaterialsandsupplies,11712000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:otherca,5623000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:otherca,6373000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:allowancefordoubtfulaccountsca,-1243000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:allowancefordoubtfulaccountsca,-1023000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:currentassets,132021000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:currentassets,133042000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:buildingsandstructuresnet,24568000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:buildingsandstructuresnet,24193000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:land,54230000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:land,54269000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:othernetppe,24328000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:othernetppe,24170000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:propertyplantandequipment,103127000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:propertyplantandequipment,102634000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:goodwill,3457000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:goodwill,2865000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:otheria,3055000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:otheria,2789000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:intangibleassets,6512000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:intangibleassets,5655000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:investmentsecurities,16247000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:investmentsecurities,16093000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:otherioa,5125000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:otherioa,5233000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:allowancefordoubtfulaccountsioabygroup,-609000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:allowancefordoubtfulaccountsioabygroup,-589000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:investmentsandotherassets,20764000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:investmentsandotherassets,20736000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:noncurrentassets,130404000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:noncurrentassets,129025000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:assets,262426000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:assets,262068000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:notesandaccountspayabletrade,44728000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:notesandaccountspayabletrade,42365000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:electronicallyrecordedobligationsoperatingcl,18452000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:electronicallyrecordedobligationsoperatingcl,18968000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:shorttermloanspayable,4707000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:shorttermloanspayable,7441000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:currentportionofbonds,3000000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp040300-q3r_e26831-000:currentportionofconvertiblebondtypebondswithsubscriptionrightstosharescl,7501000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:currentportionoflongtermloanspayable,12648000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:currentportionoflongtermloanspayable,13097000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:incometaxespayable,1300000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:incometaxespayable,475000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:provisionforbonuses,388000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:provisionforbonuses,2062000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:provisioncl,28000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:provisioncl,36000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:othercl,19109000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:othercl,19736000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:currentliabilities,101364000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:currentliabilities,114686000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:bondspayable,3000000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:convertiblebondtypebondswithsubscriptionrightstoshares,7507000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:longtermloanspayable,42055000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:longtermloanspayable,39528000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:provisionfordirectorsretirementbenefits,11000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:provisionfordirectorsretirementbenefits,8000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp040300-q3r_e26831-000:aproductrepairreservefundncl,993000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jpcrp040300-q3r_e26831-000:aproductrepairreservefundncl,733000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:netdefinedbenefitliability,17167000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:netdefinedbenefitliability,16998000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:assetretirementobligationsncl,451000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:assetretirementobligationsncl,456000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:otherncl,7787000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:otherncl,7766000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:noncurrentliabilities,78973000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:noncurrentliabilities,65492000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:liabilities,180338000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:liabilities,180179000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:capitalstock,15000000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:capitalstock,15000000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:capitalsurplus,32828000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:capitalsurplus,32828000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:retainedearnings,27062000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:retainedearnings,25941000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:treasurystock,-236000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:treasurystock,-242000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:shareholdersequity,74654000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:shareholdersequity,73526000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:valuationdifferenceonavailableforsalesecurities,1935000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:valuationdifferenceonavailableforsalesecurities,2119000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:deferredgainsorlossesonhedges,-430000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:deferredgainsorlossesonhedges,-460000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:revaluationreserveforland,3834000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:revaluationreserveforland,3834000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:foreigncurrencytranslationadjustment,-486000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:foreigncurrencytranslationadjustment,-149000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:remeasurementsofdefinedbenefitplans,-378000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:remeasurementsofdefinedbenefitplans,-197000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:valuationandtranslationadjustments,4472000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:valuationandtranslationadjustments,5146000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:noncontrollinginterests,2961000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:noncontrollinginterests,3215000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:netassets,82087000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:netassets,81888000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:liabilitiesandnetassets,262426000000,,-6,Prior1YearInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:liabilitiesandnetassets,262068000000,,-6,CurrentQuarterInstant
jpcrp040300-q3r-001_E26831-000_2020-02-29_01_2020-04-06.xbrl,jppfs_cor:netsales,251930000000,,-6,Prior1YTDDuration
